Sales,Quantity,Discount,Profit,Profit Margin (%),Ship_Duration,Region,Segment,Category,Sub_Category,Ship_Mode,Month,Weekday,Log_Sales,High_Discount,Month_Num,Weekday_Num,SubCat_ProfRate,Profitable
26.88,6,0.0,12.9024,48.00000000000001,5,East,Consumer,Office Supplies,Envelopes,Standard Class,May,Sunday,3.327909585892323,0,5,7,1.0,1
257.98,2,0.0,74.8142,28.999999999999996,5,East,Consumer,Technology,Phones,Standard Class,May,Sunday,5.556750838640694,0,5,7,0.8521008403361344,1
17.48,2,0.0,8.2156,47.0,6,West,Consumer,Office Supplies,Envelopes,Standard Class,September,Friday,2.916689066213538,0,9,5,1.0,1
492.84,5,0.3,-14.081,-2.857113870627384,6,East,Consumer,Furniture,Chairs,Standard Class,October,Monday,6.202211578085641,1,10,1,0.6042154566744731,0
269.49,3,0.0,5.3898,2.0,3,South,Consumer,Office Supplies,Storage,Second Class,September,Monday,5.600235129026472,0,9,1,0.7795698924731183,1
29.12,5,0.2,9.828,33.75,5,West,Home Office,Office Supplies,Binders,Standard Class,November,Saturday,3.405189402931693,0,11,6,0.6011730205278593,1
29.97,3,0.0,13.4865,45.0,2,West,Consumer,Office Supplies,Paper,Second Class,July,Saturday,3.4330189939851112,0,7,6,1.0,1
98.35,3,0.2,34.4232,35.00071174377224,2,West,Consumer,Office Supplies,Binders,Second Class,July,Saturday,4.598648968997826,0,7,6,0.6011730205278593,1
14.27,8,0.2,4.2816,30.0042046250876,6,South,Consumer,Furniture,Furnishings,Standard Class,January,Friday,2.725890119230541,0,1,5,0.8065522620904836,1
451.14,4,0.2,-67.6704,-14.999867003590902,6,South,Consumer,Furniture,Bookcases,Standard Class,January,Friday,6.113991866387674,0,1,5,0.5263157894736842,0
64.86,4,0.2,6.4864,10.000616712920134,6,South,Consumer,Office Supplies,Appliances,Standard Class,January,Friday,4.187531276948218,0,1,5,0.867109634551495,1
217.58,2,0.2,-29.9178,-13.75025278058645,3,West,Consumer,Furniture,Chairs,First Class,November,Thursday,5.387152080248527,0,11,4,0.6042154566744731,0
82.95,5,0.0,29.0325,35.0,3,West,Consumer,Technology,Accessories,First Class,November,Thursday,4.43022138352355,0,11,4,0.872,1
87.71,7,0.0,41.2237,47.0,3,West,Consumer,Office Supplies,Labels,First Class,November,Thursday,4.485372622532496,0,11,4,1.0,1
1101.48,4,0.0,429.5772,39.0,3,West,Consumer,Office Supplies,Appliances,First Class,November,Thursday,7.00531746656689,0,11,4,0.867109634551495,1
5.46,3,0.0,1.4742,27.0,6,East,Consumer,Office Supplies,Art,Standard Class,September,Saturday,1.8656293177945105,0,9,6,1.0,1
85.52,2,0.0,22.2352,26.0,2,East,Corporate,Office Supplies,Storage,Second Class,January,Friday,4.460375601084858,0,1,5,0.7795698924731183,1
9.84,3,0.0,2.6568,27.0,2,East,Corporate,Office Supplies,Art,Second Class,January,Friday,2.3832429960115,0,1,5,1.0,1
20.04,3,0.0,9.6192,48.0,2,East,Corporate,Office Supplies,Paper,Second Class,January,Friday,3.046425387869509,0,1,5,1.0,1
631.96,4,0.0,303.3408,48.0,4,East,Consumer,Technology,Phones,Second Class,October,Friday,6.450407228994293,0,10,5,0.8521008403361344,1
23.92,4,0.0,10.764,44.99999999999999,4,East,Consumer,Office Supplies,Paper,Second Class,October,Friday,3.2156706939192525,0,10,5,1.0,1
90.24,6,0.0,41.5104,46.0,2,West,Consumer,Office Supplies,Paper,Second Class,December,Saturday,4.5134933974161875,0,12,6,1.0,1
4548.81,7,0.0,1228.1787,26.999999999999996,4,East,Consumer,Technology,Phones,Standard Class,November,Wednesday,8.422840752831338,0,11,3,0.8521008403361344,1
300.93,5,0.3,-34.392,-11.428571428571429,4,Central,Consumer,Furniture,Tables,Second Class,September,Saturday,5.710195202428391,1,9,6,0.3627906976744186,0
719.96,5,0.2,53.997,7.5,4,Central,Consumer,Technology,Phones,Second Class,September,Saturday,6.58058365724388,0,9,6,0.8521008403361344,1
647.84,8,0.0,32.392,5.0,6,Central,Consumer,Furniture,Chairs,Standard Class,June,Monday,6.475186153181914,0,6,1,0.6042154566744731,1
64.17,3,0.0,18.6093,29.000000000000004,5,West,Home Office,Office Supplies,Storage,Standard Class,September,Saturday,4.176999240344289,0,9,6,0.7795698924731183,1
124.46,2,0.0,58.4962,47.0,5,West,Home Office,Office Supplies,Envelopes,Standard Class,September,Saturday,4.831986982668597,0,9,6,1.0,1
9.58,1,0.2,3.3544,35.01461377870564,5,West,Corporate,Office Supplies,Binders,Standard Class,May,Thursday,2.3589654264301534,0,5,4,0.6011730205278593,1
7.38,2,0.0,3.4686,47.0,5,West,Consumer,Office Supplies,Labels,Standard Class,November,Monday,2.1258479144939915,0,11,1,1.0,1
53.72,4,0.0,15.0416,28.000000000000004,2,West,Consumer,Office Supplies,Storage,Second Class,July,Friday,4.002229273314295,0,7,5,0.7795698924731183,1
8187.65,5,0.0,327.506,4.0,2,West,Consumer,Office Supplies,Supplies,Second Class,July,Friday,9.010504328095472,0,7,5,0.816793893129771,1
77.92,8,0.0,34.2848,43.99999999999999,2,West,Consumer,Furniture,Furnishings,Second Class,July,Friday,4.368434681154414,0,7,5,0.8065522620904836,1
32.78,4,0.8,-85.2384,-260.03172666259917,0,Central,Consumer,Office Supplies,Appliances,Same Day,July,Thursday,3.519868911379654,1,7,4,0.867109634551495,0
1117.92,4,0.0,55.896,5.0,5,Central,Home Office,Office Supplies,Storage,Standard Class,November,Friday,7.02011921335229,0,11,5,0.7795698924731183,1
106.5,6,0.0,41.535,38.99999999999999,1,South,Consumer,Technology,Accessories,First Class,April,Saturday,4.677490847567717,0,4,6,0.872,1
95.97,4,0.2,1.1996,1.2499739501927687,6,Central,Corporate,Technology,Accessories,Standard Class,November,Friday,4.574401652316455,0,11,5,0.872,1
47.99,2,0.3,-2.0568,-4.2858928943529895,6,Central,Corporate,Furniture,Chairs,Standard Class,November,Friday,3.8916161956504833,1,11,5,0.6042154566744731,0
264.32,2,0.2,19.824,7.500000000000001,5,East,Consumer,Office Supplies,Storage,Standard Class,September,Friday,5.580936644657355,0,9,5,0.7795698924731183,1
604.66,9,0.2,204.0714,33.74977673403235,7,Central,Consumer,Office Supplies,Envelopes,Standard Class,November,Saturday,6.406318772512832,0,11,6,1.0,1
20.16,7,0.0,9.8784,48.99999999999999,6,Central,Home Office,Office Supplies,Labels,Standard Class,October,Saturday,3.052112606990099,0,10,6,1.0,1
29.46,6,0.0,14.4354,49.0,6,Central,Home Office,Office Supplies,Labels,Standard Class,October,Saturday,3.4164143474670157,0,10,6,1.0,1
868.59,3,0.0,251.8911,28.999999999999996,6,Central,Home Office,Office Supplies,Appliances,Standard Class,October,Saturday,6.7680218362008615,0,10,6,0.867109634551495,1
12.96,2,0.0,6.2208,47.99999999999999,6,Central,Home Office,Office Supplies,Paper,Standard Class,October,Saturday,2.6361960973342264,0,10,6,1.0,1
5.5,1,0.0,1.375,25.0,6,Central,Home Office,Technology,Phones,Standard Class,October,Saturday,1.8718021769015913,0,10,6,0.8521008403361344,1
121.6,4,0.0,55.936,46.0,6,Central,Home Office,Office Supplies,Binders,Standard Class,October,Saturday,4.808927023502111,0,10,6,0.6011730205278593,1
42.05,9,0.2,5.256,12.499405469678955,4,Central,Consumer,Office Supplies,Art,Standard Class,April,Monday,3.7623622308737397,0,4,1,1.0,1
25.49,2,0.2,4.4604,17.498626912514712,4,Central,Consumer,Technology,Accessories,Standard Class,April,Monday,3.2767673032839784,0,4,1,0.872,1
6.9,3,0.8,-12.075,-174.99999999999997,4,Central,Consumer,Office Supplies,Binders,Standard Class,April,Monday,2.066862759472976,1,4,1,0.6011730205278593,0
9.65,6,0.8,-16.884,-174.96373056994818,4,Central,Consumer,Office Supplies,Binders,Standard Class,April,Monday,2.365559892155434,1,4,1,0.6011730205278593,0
7.97,2,0.2,2.8884,36.24090338770389,4,Central,Consumer,Office Supplies,Paper,Standard Class,April,Monday,2.1938856760707046,0,4,1,1.0,1
10.37,2,0.2,3.6288,34.993249758919966,5,South,Home Office,Office Supplies,Paper,Standard Class,October,Friday,2.4309783077624445,0,10,5,1.0,1
114.2,5,0.0,52.532,46.0,4,South,Corporate,Office Supplies,Paper,Standard Class,August,Sunday,4.746669748261791,0,8,7,1.0,1
17.96,4,0.0,8.2616,46.0,4,South,Corporate,Office Supplies,Binders,Standard Class,August,Sunday,2.942331496826876,0,8,7,0.6011730205278593,1
12.67,7,0.0,4.5612,36.00000000000001,4,South,Corporate,Office Supplies,Fasteners,Standard Class,August,Sunday,2.6152036507358583,0,8,7,0.9019607843137255,1
339.96,4,0.0,122.3856,36.0,4,South,Corporate,Technology,Accessories,Standard Class,August,Sunday,5.831765168350307,0,8,7,0.872,1
46.32,4,0.0,18.0648,39.0,2,West,Corporate,Technology,Accessories,First Class,September,Sunday,3.856933039110186,0,9,7,0.872,1
181.99,2,0.3,-54.5958,-29.99934062311116,2,East,Consumer,Furniture,Chairs,Second Class,January,Tuesday,5.2094315065395955,1,1,2,0.6042154566744731,0
431.98,4,0.4,-100.7944,-23.333117273947863,2,East,Consumer,Technology,Phones,Second Class,January,Tuesday,6.070691537559284,1,1,2,0.8521008403361344,0
155.37,1,0.4,-36.253,-23.333333333333332,2,East,Consumer,Technology,Phones,Second Class,January,Tuesday,5.052224993855419,1,1,2,0.8521008403361344,0
1348.7,6,0.2,-219.1644,-16.250048194557724,0,West,Corporate,Furniture,Chairs,Same Day,July,Thursday,7.207637624515236,0,7,4,0.6042154566744731,0
700.15,3,0.2,78.7671,11.250032135970864,0,West,Corporate,Furniture,Chairs,Same Day,July,Thursday,6.55272184417266,0,7,4,0.6042154566744731,1
111.89,7,0.2,22.3776,19.99964250603271,4,West,Corporate,Furniture,Furnishings,Standard Class,April,Saturday,4.726413893273455,0,4,6,0.8065522620904836,1
143.95,3,0.2,14.3952,10.000138937130949,5,East,Corporate,Office Supplies,Appliances,Second Class,September,Friday,4.976388855367665,0,9,5,0.867109634551495,1
173.94,3,0.0,13.9152,8.0,6,East,Home Office,Furniture,Bookcases,Standard Class,September,Thursday,5.164443057991709,0,9,4,0.5263157894736842,1
14.76,4,0.0,6.9372,47.0,6,East,Home Office,Office Supplies,Labels,Standard Class,September,Thursday,2.757475084429733,0,9,4,1.0,1
2.3,1,0.2,0.2592,11.269565217391305,6,West,Consumer,Office Supplies,Art,Standard Class,August,Sunday,1.1939224684724346,0,8,7,1.0,1
1879.96,5,0.2,211.4955,11.249999999999998,6,West,Consumer,Technology,Phones,Standard Class,August,Sunday,7.539537563790498,0,8,7,0.8521008403361344,1
313.02,8,0.2,105.6456,33.75043128234618,6,West,Consumer,Office Supplies,Paper,Standard Class,August,Sunday,5.749456678147376,0,8,7,1.0,1
5.04,2,0.2,1.764,35.0,6,West,Consumer,Office Supplies,Labels,Standard Class,August,Sunday,1.7984040119467235,0,8,7,1.0,1
25.92,4,0.0,12.4416,47.99999999999999,4,South,Home Office,Office Supplies,Paper,Standard Class,September,Wednesday,3.2928695047765273,0,9,3,1.0,1
705.54,7,0.2,70.5544,10.000056694163337,5,South,Consumer,Technology,Phones,Standard Class,August,Monday,6.560379817648574,0,8,1,0.8521008403361344,1
50.0,2,0.0,12.0,24.0,4,East,Consumer,Technology,Accessories,Standard Class,September,Saturday,3.9318256327243257,0,9,6,0.872,1
51.71,8,0.6,-32.32,-62.502417327402824,6,Central,Corporate,Furniture,Furnishings,Standard Class,October,Saturday,3.9648051908671156,1,10,6,0.8065522620904836,0
6.99,2,0.2,0.5244,7.502145922746781,6,South,Corporate,Office Supplies,Appliances,Standard Class,March,Tuesday,2.0781907597781832,0,3,2,0.867109634551495,1
1406.86,7,0.0,140.686,10.0,4,West,Consumer,Furniture,Bookcases,Standard Class,May,Sunday,7.249826099956135,0,5,7,0.5263157894736842,1
15.75,5,0.0,7.56,48.0,4,West,Consumer,Office Supplies,Labels,Standard Class,May,Sunday,2.8183982582710754,0,5,7,1.0,1
323.1,2,0.0,61.389,19.0,4,West,Consumer,Office Supplies,Storage,Standard Class,May,Sunday,5.781052110147502,0,5,7,0.7795698924731183,1
9.22,4,0.2,3.3408,36.23427331887202,6,South,Consumer,Office Supplies,Labels,Standard Class,December,Friday,2.3243465847755584,0,12,5,1.0,1
10.37,2,0.2,3.6288,34.993249758919966,6,South,Consumer,Office Supplies,Paper,Standard Class,December,Friday,2.4309783077624445,0,12,5,1.0,1
15.02,1,0.0,2.7036,18.0,5,East,Corporate,Technology,Accessories,Second Class,March,Tuesday,2.7738379416402132,0,3,2,0.872,1
33.82,2,0.0,9.1314,26.999999999999996,5,East,Corporate,Office Supplies,Storage,Second Class,March,Tuesday,3.550191934340043,0,3,2,0.7795698924731183,1
1399.94,7,0.2,52.4979,3.7500107147449175,3,Central,Consumer,Technology,Accessories,Second Class,August,Friday,7.244898718867462,0,8,5,0.872,1
16.23,3,0.0,7.9527,49.0,5,South,Corporate,Office Supplies,Envelopes,Standard Class,November,Saturday,2.8466520505398383,0,11,6,1.0,1
319.9,5,0.0,156.751,49.00000000000001,5,South,Corporate,Office Supplies,Binders,Standard Class,November,Saturday,5.771129548115811,0,11,6,0.6011730205278593,1
11.36,2,0.0,5.3392,47.0,5,South,Corporate,Office Supplies,Envelopes,Standard Class,November,Saturday,2.514465452029545,0,11,6,1.0,1
675.12,3,0.0,290.3016,43.0,5,South,Corporate,Office Supplies,Appliances,Standard Class,November,Saturday,6.516370575081977,0,11,6,0.867109634551495,1
62.82,3,0.0,30.7818,49.0,5,South,Home Office,Furniture,Furnishings,Standard Class,January,Sunday,4.156066620850098,0,1,7,0.8065522620904836,1
489.92,8,0.0,0.0,0.0,5,South,Home Office,Office Supplies,Storage,Standard Class,January,Sunday,6.196281181729308,0,1,7,0.7795698924731183,0
19.44,3,0.0,9.3312,48.00000000000001,5,South,Home Office,Office Supplies,Paper,Standard Class,January,Sunday,3.017493765335504,0,1,7,1.0,1
16.68,2,0.0,8.34,50.0,5,South,Home Office,Office Supplies,Paper,Standard Class,January,Sunday,2.8724340572094973,0,1,7,1.0,1
155.35,13,0.0,0.0,0.0,5,South,Home Office,Technology,Phones,Standard Class,January,Sunday,5.05209708390385,0,1,7,0.8521008403361344,0
12.42,3,0.0,4.4712,36.0,5,South,Home Office,Furniture,Furnishings,Standard Class,January,Sunday,2.5967461315435356,0,1,7,0.8065522620904836,1
187.98,2,0.0,52.6344,28.000000000000004,5,South,Home Office,Technology,Phones,Standard Class,January,Sunday,5.24164118935448,0,1,7,0.8521008403361344,1
6.61,2,0.2,2.1476,32.49016641452345,7,Central,Corporate,Office Supplies,Envelopes,Standard Class,November,Tuesday,2.0294631718735947,0,11,2,1.0,1
5.98,1,0.0,1.0166,17.0,4,West,Home Office,Office Supplies,Storage,Standard Class,May,Thursday,1.9430489167742813,0,5,4,0.7795698924731183,1
246.17,3,0.2,21.5397,8.749928910915221,4,West,Home Office,Technology,Phones,Standard Class,May,Thursday,5.510076358995608,0,5,4,0.8521008403361344,1
14.14,2,0.6,-7.7748,-54.98444130127298,6,Central,Consumer,Furniture,Furnishings,Standard Class,September,Thursday,2.717340248009303,1,9,4,0.8065522620904836,0
601.47,3,0.5,-300.735,-50.0,6,Central,Consumer,Furniture,Tables,Standard Class,September,Thursday,6.401037871594,1,9,4,0.3627906976744186,0
14.94,3,0.0,7.0218,47.0,0,East,Consumer,Office Supplies,Paper,Same Day,June,Saturday,2.768831673362069,0,6,6,1.0,1
1349.85,3,0.0,364.4595,27.0,0,East,Consumer,Technology,Machines,Same Day,June,Saturday,7.208489302928532,0,6,6,0.5975609756097561,1
136.78,1,0.2,5.1294,3.750109665155725,0,East,Consumer,Furniture,Bookcases,Same Day,June,Saturday,4.92565821016505,0,6,6,0.5263157894736842,1
61.12,4,0.0,20.7808,34.0,0,East,Consumer,Furniture,Furnishings,Same Day,June,Saturday,4.129067998280486,0,6,6,0.8065522620904836,1
1.17,1,0.7,-0.8558,-73.14529914529915,5,South,Corporate,Office Supplies,Binders,Standard Class,December,Tuesday,0.7747271675523681,1,12,2,0.6011730205278593,0
16.99,1,0.0,4.9271,29.000000000000004,6,West,Home Office,Office Supplies,Art,Standard Class,March,Friday,2.8898160479624417,0,3,5,1.0,1
24.67,3,0.2,0.0,0.0,5,Central,Corporate,Technology,Accessories,Standard Class,November,Tuesday,3.245322994883049,0,11,2,0.872,0
2.52,1,0.2,0.882,35.0,5,Central,Corporate,Office Supplies,Labels,Standard Class,November,Tuesday,1.2584609896100056,0,11,2,1.0,1
1218.74,5,0.3,-121.8735,-9.999958974022352,5,Central,Corporate,Furniture,Tables,Standard Class,November,Tuesday,7.106393000261027,1,11,2,0.3627906976744186,0
5.9,2,0.2,1.9926,33.7728813559322,5,Central,Corporate,Office Supplies,Labels,Standard Class,November,Tuesday,1.9315214116032138,0,11,2,1.0,1
15.7,3,0.2,5.1012,32.49171974522294,5,Central,Corporate,Office Supplies,Paper,Standard Class,November,Tuesday,2.8154087194227095,0,11,2,1.0,1
6.1,3,0.6,-3.9624,-64.95737704918034,5,Central,Corporate,Furniture,Furnishings,Standard Class,November,Tuesday,1.9600947840472698,1,11,2,0.8065522620904836,0
41.57,2,0.2,2.598,6.249699302381525,7,West,Corporate,Furniture,Chairs,Standard Class,April,Thursday,3.751149779840061,0,4,4,0.6042154566744731,1
230.28,3,0.2,23.028,10.0,7,West,Corporate,Furniture,Chairs,Standard Class,April,Saturday,5.443629097708091,0,4,6,0.6042154566744731,1
18.29,6,0.2,5.715,31.246582832148718,7,West,Corporate,Office Supplies,Binders,Standard Class,April,Saturday,2.9595868269176377,0,4,6,0.6011730205278593,1
25.92,4,0.0,12.4416,47.99999999999999,3,Central,Corporate,Office Supplies,Paper,Second Class,December,Wednesday,3.2928695047765273,0,12,3,1.0,1
14.94,3,0.0,7.0218,47.0,5,Central,Consumer,Office Supplies,Paper,Standard Class,September,Thursday,2.768831673362069,0,9,4,1.0,1
4.93,2,0.2,0.7392,14.99391480730223,5,South,Corporate,Furniture,Furnishings,Second Class,July,Sunday,1.780024213009634,0,7,7,0.8065522620904836,1
7.23,5,0.7,-5.784,-80.0,5,South,Corporate,Office Supplies,Binders,Second Class,July,Sunday,2.1077860146889784,1,7,7,0.6011730205278593,0
323.1,2,0.0,61.389,19.0,4,West,Corporate,Office Supplies,Storage,Standard Class,August,Saturday,5.781052110147502,0,8,6,0.7795698924731183,1
29.99,1,0.0,2.999,10.0,5,South,Consumer,Technology,Accessories,Standard Class,February,Friday,3.433664571799657,0,2,5,0.872,1
186.05,6,0.2,67.4424,36.2496103198065,1,Central,Consumer,Office Supplies,Paper,First Class,December,Thursday,5.231375960794155,0,12,4,1.0,1
36.79,1,0.2,4.1391,11.250611579233489,4,South,Home Office,Technology,Phones,Second Class,April,Sunday,3.6320445173613978,0,4,7,0.8521008403361344,1
18.62,8,0.2,6.2856,33.75725026852846,4,South,Home Office,Furniture,Furnishings,Second Class,April,Sunday,2.976549454137217,0,4,7,0.8065522620904836,1
57.69,3,0.0,23.6529,41.0,5,Central,Consumer,Furniture,Furnishings,Second Class,September,Sunday,4.072269354570243,0,9,7,0.8065522620904836,1
42.81,3,0.0,20.1207,47.0,5,Central,Consumer,Office Supplies,Binders,Second Class,September,Sunday,3.779862101825807,0,9,7,0.6011730205278593,1
12.96,2,0.0,6.2208,47.99999999999999,5,Central,Consumer,Office Supplies,Paper,Second Class,September,Sunday,2.6361960973342264,0,9,7,1.0,1
821.88,6,0.0,213.6888,26.0,5,Central,Consumer,Furniture,Furnishings,Second Class,September,Sunday,6.712810382026606,0,9,7,0.8065522620904836,1
104.85,3,0.0,28.3095,27.0,5,Central,Consumer,Technology,Phones,Second Class,September,Sunday,4.662022997580874,0,9,7,0.8521008403361344,1
424.96,5,0.15,19.998,4.705854668674699,5,West,Corporate,Furniture,Bookcases,Standard Class,September,Monday,6.054345445147183,0,9,1,0.5263157894736842,1
10.86,3,0.0,5.1042,47.0,4,West,Consumer,Office Supplies,Envelopes,Standard Class,August,Tuesday,2.4731713935695794,0,8,2,1.0,1
883.84,4,0.2,99.432,11.25,4,West,Corporate,Furniture,Chairs,Standard Class,December,Thursday,6.785406837702822,0,12,4,0.6042154566744731,1
3.98,1,0.2,1.2948,32.53266331658292,3,South,Consumer,Office Supplies,Labels,First Class,May,Sunday,1.6054298910365616,0,5,7,1.0,1
370.62,3,0.4,-142.071,-38.33333333333333,3,South,Consumer,Furniture,Tables,First Class,May,Sunday,5.917871826804609,1,5,7,0.3627906976744186,0
2.74,2,0.7,-2.0108,-73.38686131386861,3,South,Consumer,Office Supplies,Binders,First Class,May,Sunday,1.3190856114264407,1,5,7,0.6011730205278593,0
79.51,3,0.2,20.8719,26.2506602943026,0,Central,Consumer,Technology,Accessories,Same Day,October,Saturday,4.388381400311889,0,10,6,0.872,1
28.35,1,0.2,9.5688,33.75238095238095,0,Central,Consumer,Office Supplies,Paper,Same Day,October,Saturday,3.3792925462741055,0,10,6,1.0,1
40.78,1,0.2,4.5882,11.251103482099067,5,West,Home Office,Furniture,Chairs,Standard Class,August,Tuesday,3.7324177561284198,0,8,2,0.6042154566744731,1
105.96,4,0.0,29.6688,28.000000000000004,5,West,Home Office,Office Supplies,Appliances,Standard Class,August,Tuesday,4.672454932793688,0,8,2,0.867109634551495,1
166.44,3,0.0,79.8912,48.0,3,East,Corporate,Office Supplies,Paper,Second Class,September,Tuesday,5.120625078137745,0,9,2,1.0,1
785.88,6,0.0,212.1876,27.0,3,East,Corporate,Furniture,Chairs,Second Class,September,Tuesday,6.668075759027828,0,9,2,0.6042154566744731,1
26.2,2,0.0,12.838,49.0,3,East,Corporate,Office Supplies,Paper,Second Class,September,Tuesday,3.3032169733019514,0,9,2,1.0,1
1325.85,5,0.0,238.653,18.0,3,East,Corporate,Office Supplies,Storage,Second Class,September,Tuesday,7.190562991017657,0,9,2,0.7795698924731183,1
11.09,7,0.7,-8.1312,-73.32010820559061,0,West,Consumer,Office Supplies,Binders,Same Day,June,Saturday,2.492378664626701,1,6,6,0.6011730205278593,0
25.16,2,0.7,-16.776,-66.67726550079492,0,West,Consumer,Office Supplies,Binders,Same Day,June,Saturday,3.264231526588998,1,6,6,0.6011730205278593,0
95.95,3,0.2,29.985,31.250651380927565,5,South,Consumer,Office Supplies,Envelopes,Standard Class,September,Tuesday,4.574195381688661,0,9,2,1.0,1
3.2,2,0.7,-2.4564,-76.76249999999999,5,South,Consumer,Office Supplies,Binders,Standard Class,September,Tuesday,1.4350845252893227,1,9,2,0.6011730205278593,0
3.98,5,0.8,-6.567,-165.0,1,Central,Consumer,Office Supplies,Binders,First Class,August,Thursday,1.6054298910365616,1,8,4,0.6011730205278593,0
15.7,5,0.0,7.065,45.00000000000001,2,West,Corporate,Office Supplies,Paper,First Class,November,Thursday,2.8154087194227095,0,11,4,1.0,1
5.25,4,0.2,1.64,31.238095238095237,2,Central,Consumer,Office Supplies,Art,First Class,June,Monday,1.8325814637483102,0,6,1,1.0,1
15.48,3,0.2,5.6115,36.25,5,West,Consumer,Office Supplies,Paper,Standard Class,August,Sunday,2.8021475244813256,0,8,7,1.0,1
108.58,3,0.2,8.1432,7.499723706023209,5,West,Consumer,Technology,Phones,Standard Class,August,Sunday,4.696654876110269,0,8,7,0.8521008403361344,1
109.9,5,0.0,37.366,34.0,6,West,Corporate,Furniture,Furnishings,Standard Class,January,Friday,4.7086288943563215,0,1,5,0.8065522620904836,1
15.38,1,0.2,4.0383,26.256827048114427,5,South,Consumer,Furniture,Furnishings,Standard Class,October,Wednesday,2.7960610784249234,0,10,3,0.8065522620904836,1
30.35,2,0.2,10.6232,35.00230642504118,2,East,Consumer,Office Supplies,Paper,First Class,February,Sunday,3.4452142670789296,0,2,7,1.0,1
821.3,4,0.5,-16.426,-2.0,5,South,Home Office,Technology,Machines,Standard Class,March,Tuesday,6.71210529197685,1,3,2,0.5975609756097561,0
22638.48,6,0.5,-1811.0784,-8.0,5,South,Home Office,Technology,Machines,Standard Class,March,Tuesday,10.027450563855465,1,3,2,0.5975609756097561,0
21.38,4,0.2,7.4816,34.99345182413471,5,South,Home Office,Office Supplies,Paper,Standard Class,March,Tuesday,3.108167702883779,0,3,2,1.0,1
8.02,3,0.2,1.002,12.493765586034913,5,South,Home Office,Office Supplies,Art,Standard Class,March,Tuesday,2.199444334074532,0,3,2,1.0,1
30.77,2,0.2,8.0766,26.24829379265518,5,South,Home Office,Furniture,Furnishings,Standard Class,March,Tuesday,3.4585224482814247,0,3,2,0.8065522620904836,1
18.94,3,0.2,5.9175,31.24340021119324,5,South,Home Office,Office Supplies,Fasteners,Standard Class,March,Tuesday,2.9927277645336923,0,3,2,0.9019607843137255,1
122.35,3,0.2,15.294,12.500204331834903,5,South,Home Office,Furniture,Furnishings,Standard Class,March,Tuesday,4.815025842975365,0,3,2,0.8065522620904836,1
116.28,3,0.0,56.9772,49.00000000000001,6,East,Consumer,Office Supplies,Paper,Standard Class,May,Saturday,4.764564238138341,0,5,6,1.0,1
227.36,7,0.0,81.8496,35.99999999999999,7,West,Consumer,Furniture,Furnishings,Standard Class,January,Friday,5.430923331096058,0,1,5,0.8065522620904836,1
1919.98,3,0.2,215.9973,11.249976562255856,7,West,Consumer,Technology,Machines,Standard Class,January,Friday,7.560590751470215,0,1,5,0.5975609756097561,1
12.83,2,0.7,-8.9796,-69.98908807482462,4,South,Consumer,Office Supplies,Binders,Standard Class,December,Friday,2.626840145676667,1,12,5,0.6011730205278593,0
302.38,3,0.2,37.797,12.499834645148487,4,South,Consumer,Technology,Phones,Standard Class,April,Friday,5.714986145163526,0,4,5,0.8521008403361344,1
13.9,5,0.0,5.56,40.0,5,West,Home Office,Office Supplies,Art,Standard Class,December,Tuesday,2.7013612129514133,0,12,2,1.0,1
129.98,2,0.0,62.3904,48.00000000000001,4,East,Corporate,Technology,Phones,Standard Class,December,Thursday,4.875044639789907,0,12,4,0.8521008403361344,1
377.97,3,0.0,109.6113,28.999999999999996,6,East,Consumer,Technology,Phones,Standard Class,September,Sunday,5.937457046276627,0,9,7,0.8521008403361344,1
23.98,3,0.6,-14.3856,-59.98999165971644,2,Central,Consumer,Furniture,Furnishings,Second Class,December,Saturday,3.2180755046974316,1,12,6,0.8065522620904836,0
8.38,3,0.2,2.7222,32.48448687350835,4,South,Corporate,Office Supplies,Fasteners,Second Class,November,Tuesday,2.238579763018133,0,11,2,0.9019607843137255,1
58.24,5,0.2,5.096,8.75,4,South,Corporate,Office Supplies,Appliances,Second Class,November,Tuesday,4.081596989399598,0,11,2,0.867109634551495,1
81.2,5,0.0,12.18,15.0,5,South,Consumer,Office Supplies,Storage,Second Class,April,Thursday,4.409155302062135,0,4,4,0.7795698924731183,1
14.45,5,0.0,6.7915,47.0,4,West,Consumer,Office Supplies,Labels,Standard Class,October,Saturday,2.7376090033437546,0,10,6,1.0,1
95.65,2,0.2,31.0856,32.499320439100885,4,West,Consumer,Office Supplies,Binders,Standard Class,October,Saturday,4.57109620565434,0,10,6,0.6011730205278593,1
73.98,2,0.0,19.9746,26.999999999999996,4,East,Consumer,Technology,Phones,Standard Class,July,Wednesday,4.317221411307766,0,7,3,0.8521008403361344,1
5.58,1,0.0,2.1762,39.0,4,East,Consumer,Office Supplies,Art,Standard Class,July,Wednesday,1.884034745337226,0,7,3,1.0,1
49.12,4,0.0,23.0864,47.0,2,West,Consumer,Office Supplies,Paper,Second Class,February,Saturday,3.9144201300278674,0,2,6,1.0,1
377.97,3,0.0,94.4925,25.0,6,East,Consumer,Technology,Phones,Standard Class,November,Friday,5.937457046276627,0,11,5,0.8521008403361344,1
42.28,7,0.0,19.8716,47.0,6,East,Consumer,Office Supplies,Paper,Standard Class,November,Friday,3.767690634538226,0,11,5,1.0,1
